acrylamide_density,toaster_energy,toaster_temperature,room_temperature,mean_red_9,stdev_red_9,mean_green_9,stdev_green_9,mean_blue_9,stdev_blue_9,mean_t_0,mean_t_1,mean_t_2,mean_t_3,mean_t_4,mean_t_5,mean_t_6,mean_t_7,mean_t_8,mean_t_9,stdev_t_0,stdev_t_1,stdev_t_2,stdev_t_3,stdev_t_4,stdev_t_5,stdev_t_6,stdev_t_7,stdev_t_8,stdev_t_9
0.5529886234329734,0.2727272727272727,0.4846938775510204,0.14795918367346939,0.9429272592112339,0.09306061574894499,0.5789129435719579,0.09282332165486044,0.657410712774586,0.12076596805663936,0.2702702882033514,0.19044791951249104,0.1681459453030932,0.16205354570261454,0.15750703868017124,0.15576092680822,0.15501189151104652,0.15277385935131,0.1508821412501853,0.15339090207462525,0.02597714426860741,0.009065621594911517,0.003931556245745013,0.0024408596939933824,0.0015674629091925831,0.0014066409945133142,0.0016080952887905203,0.001754145948656671,0.0015187139226837973,0.00220124502430139
,0.18181818181818182,0.4846938775510204,0.15051020408163265,0.8910179230616453,0.08566873376865972,0.5018687377151348,0.0873897429724165,0.6041922294590207,0.10259852116571813,0.2035589426984017,0.18470855001652464,0.163618475790283,0.16172321429525524,0.15750703868017124,0.15330071763025827,0.15090611830249573,0.1489936771060664,0.14967578750712898,0.14973486374626924,0.012294074240375106,0.007211330893088027,0.0028350711353419098,0.002276325364369664,0.0015674629091925831,0.002580634870122426,0.002647007653688619,0.0029942436428658297,0.003100431577210438,0.0031922805664045505
0.40925479851778623,0.2727272727272727,0.4846938775510204,0.13418367346938775,0.9221624465007294,0.08666976937511303,0.49353479861207805,0.09237191094597234,0.5688516450981798,0.11065027589303635,0.3245311268670442,0.18445319043458697,0.17410796000868264,0.15910462684357313,0.15268113652502632,0.14667510481944504,0.1404745337898089,0.13773367251318128,0.1391863649259466,0.13654785517131438,0.04966176940654645,0.01332936365785715,0.010204393824988143,0.005387015916280783,0.0034349163170257855,0.0027796316598507954,0.0015395725509776434,0.0014615554271752234,0.0021192300194841445,0.0024945013390494882
0.2795952472544049,0.2727272727272727,0.4846938775510204,0.13673469387755102,0.9325135063659377,0.08240934063077995,0.5030790736333068,0.0906676726768048,0.564317287608685,0.10863111897310372,0.33686662729174516,0.20852007963521552,0.1799246964336597,0.16899219863624734,0.15724807823767453,0.1531472200441078,0.1456356217990431,0.1421894110410655,0.14046967950285974,0.14063336953223682,0.04649266774574459,0.01707146439074053,0.010353865150534863,0.00658643395164094,0.003662185880376532,0.002195581820878095,0.0011382016905391592,0.0016993094642174422,0.002025297046923283,0.002373535733388021
0.4633400672128436,0.2727272727272727,0.4846938775510204,0.138265306122449,0.9553257378165998,0.10181547589097918,0.5871134153576311,0.11320035677709026,0.6836568938493914,0.13532272513416874,0.1410447610764469,0.14037559005738015,0.14113069541804948,0.14023087659288347,0.1406018278040802,0.1401951105287426,0.1406655053854472,0.140817188025872,0.14095194938937203,0.1402431297952024,0.003469075232380296,0.002056571541037153,0.0031502133141287263,0.0018161365392663643,0.002517568929390757,0.001679596490792673,0.0024513550227250034,0.00276220915324185,0.003064074750992159,0.001699558349856119
0.579699603056466,0.4,0.7704081632653061,0.14795918367346939,0.8896909485333416,0.11981305396685211,0.44801406399010696,0.11560540860773036,0.4482993785435072,0.13066140712241942,0.435262649066916,0.20816396826975334,0.18164973204454796,0.17314235936075006,0.16523451321281352,0.15492501376801218,0.15621081978877946,0.14067967971353082,0.15314754607023393,0.15392320329646325,0.06421977248372837,0.012860910357708994,0.007964896147662296,0.005932808453848378,0.003353368586973502,0.0012360181289126015,0.0008718204846672659,0.004162417543049673,0.001531551606183398,0.0015773857799344687
0.48640012017736833,0.45454545454545453,0.7704081632653061,0.14795918367346939,0.8761090530609892,0.09526071425284863,0.45197402399922404,0.0839887755062549,0.4898492248885114,0.10000239799035125,0.3778260533173136,0.20849658037127894,0.1914664388301966,0.17716376421236857,0.17255204048995276,0.15936426678151194,0.16011594978124466,0.15751374182935432,0.15566821822381732,0.15574970773208602,0.04846020478108392,0.011595848085350205,0.00860364063193491,0.00526670616138158,0.003749380949161361,0.0024988403684004477,0.0029157276887114424,0.0021101792033880445,0.0026042793942363165,0.002898317120153512
,0.43636363636363634,0.7704081632653061,0.13392857142857142,0.9442299752422513,0.09109702127963223,0.35841227161527783,0.10382018294293066,0.3426778039803407,0.11537810153314478,0.42609466530020434,0.2226799419521101,0.18556234587924658,0.1655994337160853,0.1607452465839678,0.1522117436084636,0.14827163017789052,0.14401286442244438,0.14490995591882083,0.14459031601400568,0.06686556360226992,0.020012301256338717,0.010712311007184784,0.013243955245464817,0.004666866297730944,0.002742194171678046,0.0009614408508262795,0.0011570070135771882,0.0012479576144200078,0.0013839704809819368
0.6062812117799818,0.43636363636363634,0.7704081632653061,0.1377551020408163,0.9502964579147855,0.08292600256914356,0.4224887487128527,0.10148006637065662,0.44642227070776896,0.12801316627028314,0.44274262193565234,0.22986560407794676,0.19283139250716771,0.14079385399082686,0.14842300064452277,0.1408711312816501,0.14081010942927544,0.14055592705377562,0.14138772085506676,0.14114354443760738,0.07797189974769203,0.02157345442837856,0.013728431049917765,0.0027128886852861166,0.008277522894489252,0.0036917551212423995,0.0027093548084675405,0.002125307295617559,0.004074132234710906,0.0037266045049866234
0.5293974969878128,0.45454545454545453,0.7704081632653061,0.14005102040816325,0.7809279817819528,0.09161382358630846,0.2611126587114933,0.09265128913271475,0.3102569371821394,0.09449988994424312,0.14078862443512086,0.14048093924628988,0.14058075663114578,0.14053702707878826,0.14024712354981644,0.14024818085257817,0.14014756016970645,0.14090651163509144,0.14091448458495284,0.14080201907573817,0.0033896563817635435,0.0021049802334658055,0.0037101285044178096,0.002417204288354901,0.0018120055795240438,0.0017798270016571164,0.0014882931720795274,0.0030743125846387593,0.0030250278932936825,0.002834915493849456
0.5025340816570385,0.5454545454545454,0.9387755102040817,0.14795918367346939,0.8195243946142424,0.10183507654107106,0.28584139661086366,0.134341837533081,0.29925433881124247,0.11972272633161811,0.34749735458415437,0.22129241507998876,0.18960504021283825,0.17418182378687475,0.16912101729779191,0.16311575330306485,0.16094089795742386,0.15877410254966873,0.15634423779184786,0.14682166749140071,0.03551140584228509,0.016480851302641493,0.009004400356716732,0.004889709665454935,0.0032767604228666745,0.0019172559223289822,0.001146986249150252,0.0005545835778437607,0.0009398178149797459,0.0011786087955894275
0.49811489336601084,0.5454545454545454,0.9387755102040817,0.14795918367346939,0.7286041398009458,0.17340809143354866,0.1805613420185387,0.1489697892025031,0.21515612428220304,0.14108525801469532,0.4876051478835531,0.2427990024905817,0.19877097201599644,0.17781402937420043,0.16849615691811767,0.1664144925056988,0.15977951571809645,0.16047899007812286,0.15876828519440578,0.15998964523155387,0.08230715889089481,0.021445015159014542,0.012806142961107702,0.005354276700597556,0.002644324074633275,0.0025351509666557952,0.0011721578180817387,0.002323667722189472,0.0014655182088334465,0.0014985542678329633
,0.5454545454545454,0.9387755102040817,0.15051020408163265,0.9430323910944066,0.08300024589886416,0.48721905174253555,0.08350223346225735,0.5387736615278794,0.10404523627768462,0.3535188127310794,0.20960165523621332,0.18607693907204814,0.17381342024389915,0.16514265571433992,0.1611133915666591,0.16057423074468877,0.1586849499289321,0.1544602833430274,0.14841363073192118,0.04500785509013061,0.027808102692653512,0.008395933560420126,0.005388837347796539,0.004170925693531193,0.003142991552162686,0.0025603655537738837,0.0016249554625664148,0.0021500838811598995,0.0023786705185959117
0.7409174274137512,0.5272727272727272,0.9387755102040817,0.13673469387755102,0.8113314958249018,0.119636997027273,0.242149303374968,0.12249339304533574,0.3075288419044961,0.11390598664666411,0.14074924842486694,0.14039131455191128,0.1411576218216649,0.14095112809088287,0.14114341497181757,0.14076038438100963,0.14076943257960534,0.1410562582532413,0.141258526735968,0.14104889009782734,0.004035221011002829,0.0020143031212423016,0.003592906717442198,0.0037161553220552363,0.003863296830062552,0.003958111069264629,0.00263873237511716,0.0038038390647215257,0.003204491277950852,0.003051618041696754
0.6138519676230921,0.5272727272727272,0.9387755102040817,0.13979591836734692,0.8972808213684126,0.12107170803582765,0.30939090964853094,0.15441380499411186,0.3528156686593784,0.1372505665487784,0.14088712468314168,0.14034943254667698,0.14089981961451684,0.14115672891366882,0.14013027190535693,0.14037065037224628,0.1404743920130291,0.1403743621896935,0.1405595558353339,0.1401376308628652,0.0029227403720002536,0.0021099806683859495,0.002695881130385406,0.0032601110414719582,0.0015681393187731113,0.002166444954972268,0.002159969078199437,0.001990242791785747,0.002310264842498226,0.0012739647403706398
