burnt_pixels_ratio,acrylamide_density,toaster_energy,toaster_temperature,room_temperature,mean_red_9,stdev_red_9,mean_green_9,stdev_green_9,mean_blue_9,stdev_blue_9,mean_t_0,mean_t_1,mean_t_2,mean_t_3,mean_t_4,mean_t_5,mean_t_6,mean_t_7,mean_t_8,mean_t_9,stdev_t_0,stdev_t_1,stdev_t_2,stdev_t_3,stdev_t_4,stdev_t_5,stdev_t_6,stdev_t_7,stdev_t_8,stdev_t_9
0.0273554212867671,0.5529886234329734,0.2727272727272727,0.4846938775510204,0.14795918367346939,0.9429272592112339,0.09306061574894499,0.5789129435719579,0.09282332165486044,0.657410712774586,0.12076596805663936,0.2606696256476143,0.18762784655184003,0.16701998035494922,0.16215051996516297,0.1576636439088392,0.1571881067969723,0.15576325996054072,0.15285035787495777,0.15143154408599704,0.15339090207462525,0.026545266601091345,0.011662755389609,0.004111935600380394,0.0023819185852296935,0.0015079203806746713,0.0012299728548066005,0.0024025588884550573,0.0018984029858950349,0.002165609733768092,0.00220124502430139
0.0304575619979042,,0.18181818181818182,0.4846938775510204,0.15051020408163265,0.8910179230616453,0.08566873376865972,0.5018687377151348,0.0873897429724165,0.6041922294590207,0.10259852116571813,0.2018126968899535,0.182079770308475,0.16344754649301185,0.1618114514333232,0.15791802508543706,0.15427292838994067,0.15100424260884043,0.15057894874429653,0.15035726222082252,0.14973486374626924,0.013505725773323284,0.008738182836632094,0.002412609034295163,0.002176305529156945,0.0014203982140231235,0.0039516722750742445,0.0027701439741338436,0.004641289215949732,0.003950138227289855,0.0031922805664045505
0.0411017860985582,0.40925479851778623,0.2727272727272727,0.4846938775510204,0.13418367346938775,0.9221624465007294,0.08666976937511303,0.49353479861207805,0.09237191094597234,0.5688516450981798,0.11065027589303635,0.30089682516180255,0.18403156651946284,0.17302912591721678,0.15781508782472745,0.1518462943242358,0.146377948063601,0.14077094966557657,0.13818650800168794,0.13982530529522053,0.13654785517131438,0.07769823652626182,0.014126538201004343,0.011491214620288794,0.007579488887715472,0.004894965797390335,0.0035617737335626176,0.0019054795414238184,0.002080970836362543,0.003738844163308561,0.0024945013390494882
0.0383980181668042,0.2795952472544049,0.2727272727272727,0.4846938775510204,0.13673469387755102,0.9325135063659377,0.08240934063077995,0.5030790736333068,0.0906676726768048,0.564317287608685,0.10863111897310372,0.3084348394179872,0.20539678141212647,0.17987062910956608,0.16944179024193878,0.15755533694450183,0.15315273652080785,0.1462317052343825,0.1424539902680233,0.14063336953223682,0.14063336953223682,0.07469921306253924,0.020198455338208382,0.009730681468608272,0.005632084687050068,0.003147973096118121,0.0021969736311989877,0.0021184291825795437,0.0022893604489902172,0.002373535733388021,0.002373535733388021
0.0417859630116845,0.4633400672128436,0.2727272727272727,0.4846938775510204,0.138265306122449,0.9553257378165998,0.10181547589097918,0.5871134153576311,0.11320035677709026,0.6836568938493914,0.13532272513416874,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.1402431297952024,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119,0.001699558349856119
0.0770309994655264,0.579699603056466,0.4,0.7704081632653061,0.14795918367346939,0.8896909485333416,0.11981305396685211,0.44801406399010696,0.11560540860773036,0.4482993785435072,0.13066140712241942,0.4046103728341633,0.19515158276279765,0.1807744266261807,0.17114685061244128,0.16517106140633583,0.1550498051144478,0.15651202135405137,0.14150188557664028,0.154303411073835,0.15392320329646325,0.06194975508845029,0.030743056188046756,0.009321633547851822,0.007283822864972997,0.0034107230852693945,0.0023120259581299006,0.0010337235486524163,0.005513323417532959,0.0027297973914963353,0.0015773857799344687
0.0433212996389891,0.48640012017736833,0.45454545454545453,0.7704081632653061,0.14795918367346939,0.8761090530609892,0.09526071425284863,0.45197402399922404,0.0839887755062549,0.4898492248885114,0.10000239799035125,0.3733508710260753,0.20650705311443765,0.19007435346777896,0.17717433231911955,0.17211562568930758,0.15962638857170677,0.1596919191493149,0.15719631842694748,0.15599184769823676,0.15574970773208602,0.05514196857368396,0.014433162412677648,0.009498886518679188,0.005375631659596933,0.003536794483474468,0.002787040857750807,0.002597253562880597,0.0017939098724631395,0.0030756425009901356,0.002898317120153512
0.0859497939303109,,0.43636363636363634,0.7704081632653061,0.13392857142857142,0.9442299752422513,0.09109702127963223,0.35841227161527783,0.10382018294293066,0.3426778039803407,0.11537810153314478,0.39761722200369537,0.22239735419791987,0.18314398876737778,0.1700961920960175,0.16006855515742555,0.15140874856723138,0.14816675149319938,0.1439991773282129,0.14482530507006586,0.14459031601400568,0.10283548437389266,0.020252091673054428,0.01385762628232289,0.0069073568436368036,0.005365015982463672,0.0034071116174252884,0.001300744417472548,0.0014332886415444142,0.0011176981443148121,0.0013839704809819368
0.0532500918105031,0.6062812117799818,0.43636363636363634,0.7704081632653061,0.1377551020408163,0.9502964579147855,0.08292600256914356,0.4224887487128527,0.10148006637065662,0.44642227070776896,0.12801316627028314,0.38722683353901394,0.20608463992279044,0.18150697963663362,0.14114354443760738,0.14114354443760738,0.14114354443760738,0.14114354443760738,0.14114354443760738,0.14114354443760738,0.14114354443760738,0.12546284298294705,0.041964376804012965,0.022983357053612093,0.0037266045049866234,0.0037266045049866234,0.0037266045049866234,0.0037266045049866234,0.0037266045049866234,0.0037266045049866234,0.0037266045049866234
0.3778433351447869,0.5293974969878128,0.45454545454545453,0.7704081632653061,0.14005102040816325,0.7809279817819528,0.09161382358630846,0.2611126587114933,0.09265128913271475,0.3102569371821394,0.09449988994424312,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.14080201907573817,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456,0.002834915493849456
