acrylamide_density,toaster_energy,toaster_temperature,room_temperature,mean_red_9,stdev_red_9,mean_green_9,stdev_green_9,mean_blue_9,stdev_blue_9,mean_t_0,mean_t_1,mean_t_2,mean_t_3,mean_t_4,mean_t_5,mean_t_6,mean_t_7,mean_t_8,mean_t_9,stdev_t_0,stdev_t_1,stdev_t_2,stdev_t_3,stdev_t_4,stdev_t_5,stdev_t_6,stdev_t_7,stdev_t_8,stdev_t_9
0.34834250477428663,0.2727272727272727,0.4846938775510204,0.14795918367346939,0.6669935340153331,0.11483245559735941,0.23547993949595825,0.0803984177084409,0.3307690477889579,0.09724225057882792,0.26529283832552264,0.19606957987110205,0.17183661746639448,0.1639972111470403,0.15870077389286766,0.15711029898858367,0.1542358260518355,0.15178850865795881,0.14946656338730593,0.1521499538813955,0.02361837458291786,0.011151076419239667,0.004825164909072555,0.002817655338633683,0.0018556643636479754,0.001254860243846228,0.0019335386276777132,0.0021851075051698907,0.0022036251951595954,0.0022630235452872167
,0.18181818181818182,0.4846938775510204,0.15051020408163265,0.5780164443579711,0.09407481461213435,0.1590127620324131,0.05980927756235707,0.2632665326328988,0.07057185521043971,0.20266372829901216,0.1858632096098931,0.16511658454802275,0.1629915959339882,0.15870077389286766,0.15359269220993685,0.15029151324697004,0.14845754418226026,0.14994970009845923,0.14957555272776688,0.010773293218655122,0.006476929037677926,0.002145292396021867,0.0015354101694125663,0.0018556643636479754,0.0023385556445611085,0.0027494526135837596,0.0032396444650541205,0.003386184624326416,0.0031863137440963202
0.463123333910184,0.2727272727272727,0.4846938775510204,0.13418367346938775,0.6765603826876295,0.10421543068700266,0.16819382540693212,0.07069158793875033,0.26532889258950876,0.08184154929401145,0.3143301370882179,0.18795630675919728,0.17767961403767835,0.16070109126739102,0.15373457456096568,0.14765432340741205,0.13931351174430384,0.1362545751663902,0.1370850770739014,0.1342561253358733,0.04565387160991671,0.01414799947614737,0.010549207162035433,0.005282788926213523,0.003360177188150522,0.001975085009250623,0.001463890349440439,0.001676758517851377,0.002402314757593875,0.003016415256578985
0.3992650749473856,0.2727272727272727,0.4846938775510204,0.13673469387755102,0.7047226649280401,0.10092710008292753,0.1889189727615184,0.07597915457739661,0.27964177050130395,0.08685761281749635,0.31298170652264423,0.2062111591256805,0.18021838868067985,0.16546799715541285,0.15480334656799438,0.15049868621663895,0.14235342537138124,0.13843739575397648,0.13644917784239202,0.13638221144069998,0.03566273534880588,0.015452240952885622,0.009983753330285467,0.006322321626700912,0.003849972679162877,0.0023260309307129626,0.0023060508380655996,0.003046374105703187,0.0032892457888779006,0.0034468554749953247
0.3986522467756614,0.2727272727272727,0.4846938775510204,0.138265306122449,0.4584040965467551,0.08242113763915122,0.10812683341052957,0.04751218053089043,0.19481209150326798,0.0608652710034727,0.13943550165273952,0.1416533268730749,0.14204134401321578,0.13651196968988544,0.14000750376084325,0.1390765991808218,0.13935499103824064,0.13723569991149234,0.13958698995027766,0.13757221726871416,0.0058153173121887084,0.00688321637643399,0.006836232337472039,0.0035509758676757945,0.006412441336801543,0.006182688740385141,0.005961660341513814,0.004416679225859006,0.0061654139314238545,0.004664193522145334
0.3574378074105294,0.4,0.7704081632653061,0.14795918367346939,0.6208367864059019,0.13792641668725847,0.18594960547331282,0.0677169597010983,0.2427799582966992,0.08030125370596627,0.41190674236614155,0.22158231861316413,0.19207426474455963,0.18119503112011148,0.170039340782068,0.1546613049196611,0.15727906558872543,0.13945712264061816,0.1527943395090325,0.15345267693952303,0.05362055471297298,0.014053411142534156,0.009382741818028263,0.006760478038069188,0.0035739199239430146,0.001723580053128927,0.00106787425457045,0.004033999273827783,0.0014999838739715042,0.0011864209697131476
0.3992839957454659,0.45454545454545453,0.7704081632653061,0.14795918367346939,0.5548790276344457,0.09395253572798824,0.14343538585024654,0.05803240022583929,0.2258956424075103,0.06754540932248919,0.3941163515538297,0.21247748748543696,0.1967485046253341,0.17902269991853612,0.17578723867880935,0.16097918889299642,0.1604732775549166,0.15692064436844655,0.15483243555237958,0.15418762576798736,0.052843853641596265,0.015024996581577566,0.010277387218292394,0.005595512762292591,0.004212045629597763,0.0020028238945425454,0.0022228634095676617,0.0023636403467229335,0.002780377222778957,0.003282613506777145
,0.43636363636363634,0.7704081632653061,0.13392857142857142,0.7086656018396031,0.10620598461487774,0.14327019496787552,0.06645299090734678,0.21867954911433174,0.07398142431235528,0.41737064319379064,0.23279596343196957,0.19164206633867725,0.17509870745957715,0.16455261032993782,0.1557086829168655,0.14973811338331802,0.1438195356341374,0.14347531918913492,0.14379412017960191,0.056255321635799264,0.022127735348517898,0.012197295738853552,0.008601485726861624,0.006550739308689605,0.004325992004371473,0.002097613875402667,0.0018555699721037387,0.002120375497943517,0.0020123138556102224
0.4115175213308173,0.43636363636363634,0.7704081632653061,0.1377551020408163,0.7155522838148926,0.0985364795452469,0.14882911504796223,0.06555301330418252,0.22924354988166845,0.07474133350549066,0.44500416450104185,0.24106502354178982,0.2013096291617529,0.13681777859607022,0.13684203205570228,0.13863825913001482,0.13643242807809455,0.13555676302537684,0.13803084842003993,0.13842144563769307,0.07095272601543938,0.024737681521255533,0.016088466356171675,0.0037574042320483126,0.0038813255945972843,0.005782669740563148,0.0035486873163663507,0.001715414748455172,0.004912590269772017,0.005217011215313469
0.47615536106665196,0.45454545454545453,0.7704081632653061,0.14005102040816325,0.699402395189179,0.13064258564508496,0.1648200201018722,0.07450339516356153,0.2448646530723497,0.0781405036704718,0.13768202860936918,0.13799344001651137,0.1379094193944059,0.13608092832051877,0.13633471284158238,0.1358352532545647,0.136831893608529,0.13756486797939127,0.1367917517767318,0.14020088811351838,0.004822051518088192,0.005242168902365121,0.004886247528411539,0.0030091763736918033,0.0034328258808261555,0.00256553364071496,0.004223717115893395,0.004563584846770587,0.003941015546927488,0.006840487409390994
0.3984115382237839,0.5454545454545454,0.9387755102040817,0.14795918367346939,0.5731827889169211,0.1097279233175562,0.13187823662196257,0.06148196438846055,0.1996578033019077,0.06486724449498305,0.36901971726519367,0.2319871283180043,0.1960507925077022,0.17661044222308506,0.16981883613706938,0.16300177048973719,0.15979247612988923,0.15828453023833547,0.15507035204657027,0.14573148082283585,0.0462022208954153,0.0190760700360768,0.010978355703715822,0.006210489001012819,0.004309952659094578,0.002821786202302024,0.001289644754573244,0.001393679680246519,0.001302855440202955,0.0014575050365736827
0.4364683831245689,0.5454545454545454,0.9387755102040817,0.14795918367346939,0.46220210200077483,0.13766056915029132,0.06690161086741898,0.05744664387676401,0.12799522613379322,0.05257499955820566,0.4962990419382942,0.26164060165359077,0.21148639052110974,0.18528077961439138,0.17282478625066383,0.16917474417236855,0.16071597624457767,0.15938330037239923,0.1577642779682779,0.15983504909274535,0.07892225339719984,0.02749178528280994,0.017311413493598306,0.007902529396470959,0.003630682801783063,0.0030203789514353,0.0012330177710471852,0.0027828306066903633,0.0022905610418845752,0.002066049620660974
,0.5454545454545454,0.9387755102040817,0.15051020408163265,0.6740466923467887,0.10669550226156073,0.19361741968274349,0.07057401517782942,0.29715445523366235,0.08046323368684932,0.33760964049318265,0.22932888663760337,0.190177147499311,0.17673482025120144,0.16652322630309122,0.16218777672182852,0.16037894090334653,0.15692406224974534,0.1534056901994099,0.14709709612804475,0.05033085409709411,0.0202759183627242,0.009181225594580428,0.006235709792126959,0.004404875147924962,0.0027144141825076696,0.0013248513824773076,0.001810205096916778,0.0020363257583656505,0.0023662716499298878
0.49666289691579385,0.5272727272727272,0.9387755102040817,0.13673469387755102,0.43015123586542914,0.12536934295846133,0.0631978354838362,0.03954841180978996,0.1482995397169313,0.04984751504818574,0.13893792926891524,0.1356736808207351,0.13924228964025287,0.14043186799915452,0.13931179274851938,0.1392467682054097,0.14386074650772412,0.14414258963739995,0.1358643984579874,0.13518112338579552,0.005726697651139452,0.0023099761360967923,0.00586860022602341,0.006320801802463393,0.005847023818198552,0.005909891101373395,0.006566181599430501,0.00668544464397932,0.0026414036509444573,0.0010971113342380103
0.5137960766424113,0.5272727272727272,0.9387755102040817,0.13979591836734692,0.3967642959683651,0.09307871266927323,0.04174668711003661,0.03396036224289129,0.12248439274295253,0.039629383878916756,0.1378204794131557,0.13636416959712874,0.13605868132492055,0.1389244541430186,0.13572049793794785,0.137452515078799,0.13676466376615493,0.1359496296164004,0.13601619529345918,0.13724294805874496,0.004950126683507054,0.003395734938296485,0.0030446127156432286,0.00571297569133311,0.0021243132454339237,0.0044689371719865536,0.0037133816073251008,0.002805504128446686,0.0029434485969407837,0.004870595597889348
