burnt_pixels_ratio,acrylamide_density,toaster_energy,toaster_temperature,room_temperature,mean_red_9,stdev_red_9,mean_green_9,stdev_green_9,mean_blue_9,stdev_blue_9,mean_t_0,mean_t_1,mean_t_2,mean_t_3,mean_t_4,mean_t_5,mean_t_6,mean_t_7,mean_t_8,mean_t_9,stdev_t_0,stdev_t_1,stdev_t_2,stdev_t_3,stdev_t_4,stdev_t_5,stdev_t_6,stdev_t_7,stdev_t_8,stdev_t_9
0.5276528937415257,0.34834250477428663,0.2727272727272727,0.4846938775510204,0.14795918367346939,0.6669935340153331,0.11483245559735941,0.23547993949595825,0.0803984177084409,0.3307690477889579,0.09724225057882792,0.26101792923774175,0.19402590991150293,0.17095327517567205,0.16291075629444882,0.1583480440946634,0.15592873126701326,0.15501171715281667,0.1521392196880933,0.15059027513844336,0.1521499538813955,0.038591898609167584,0.013535880643483848,0.005653906875932392,0.003400931588118709,0.0017354692951433027,0.0014458138146806417,0.0027830585458088293,0.002755489066472363,0.003660751754817488,0.0022630235452872167
0.961337743476663,,0.18181818181818182,0.4846938775510204,0.15051020408163265,0.5780164443579711,0.09407481461213435,0.1590127620324131,0.05980927756235707,0.2632665326328988,0.07057185521043971,0.2002205443476462,0.18361196422233486,0.1647231393469627,0.1631122137594619,0.15894377764515633,0.15451108107912287,0.15039538373055145,0.1496150924033304,0.15531000689887497,0.14957555272776688,0.013765715915960732,0.00838177903919381,0.00189106787957533,0.001427531560327508,0.0016377278384818274,0.003506616237573064,0.002945476256041226,0.004485807716395,0.007217236630481987,0.0031863137440963202
0.8304746044962531,0.463123333910184,0.2727272727272727,0.4846938775510204,0.13418367346938775,0.6765603826876295,0.10421543068700266,0.16819382540693212,0.07069158793875033,0.26532889258950876,0.08184154929401145,0.29965095484376275,0.17423573293912423,0.1705836631840777,0.15721094630950447,0.15236328441407657,0.14672647245785642,0.1395513643418219,0.1363724114770038,0.13820534728994954,0.1342561253358733,0.06219986507489229,0.023892186390626513,0.01749424642457585,0.009355412010147193,0.005881746719733398,0.003976089921920581,0.0028955311282987434,0.0027162157682454617,0.004326454064194246,0.003016415256578985
0.7223676108374384,0.3992650749473856,0.2727272727272727,0.4846938775510204,0.13673469387755102,0.7047226649280401,0.10092710008292753,0.1889189727615184,0.07597915457739661,0.27964177050130395,0.08685761281749635,0.305037553488793,0.20453009514509382,0.179034388446993,0.165468539873484,0.15471934891935174,0.150154726556037,0.14276035667678127,0.13843502496532123,0.13638221144069998,0.13638221144069998,0.04419184849563779,0.017101491540059893,0.010857582142999998,0.006306437237588809,0.0039809579356253205,0.0026256230257051785,0.003253503769118464,0.0032569886767053065,0.0034468554749953247,0.0034468554749953247
0.999753937007874,0.3986522467756614,0.2727272727272727,0.4846938775510204,0.138265306122449,0.4584040965467551,0.08242113763915122,0.10812683341052957,0.04751218053089043,0.19481209150326798,0.0608652710034727,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.13757221726871416,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334,0.004664193522145334
0.8542515912179075,0.3574378074105294,0.4,0.7704081632653061,0.14795918367346939,0.6208367864059019,0.13792641668725847,0.18594960547331282,0.0677169597010983,0.2427799582966992,0.08030125370596627,0.4455505223749054,0.18403155630577397,0.18684835027635624,0.1747079113066769,0.1678208242400326,0.15535740169939277,0.15753431994571993,0.14045869155253146,0.1541368426319976,0.15345267693952303,0.04969395125592501,0.02224209106517552,0.015107609168700901,0.011778747514427647,0.005606216055809132,0.0016341036608826449,0.001034009378368752,0.0059795758620779455,0.0027250696844538084,0.0011864209697131476
0.9829809566651672,0.3992839957454659,0.45454545454545453,0.7704081632653061,0.14795918367346939,0.5548790276344457,0.09395253572798824,0.14343538585024654,0.05803240022583929,0.2258956424075103,0.06754540932248919,0.40160372811664075,0.21361593060208633,0.19199483611116375,0.17786829202455204,0.17470069013418485,0.1598001148538753,0.16113684751435653,0.15697953510065843,0.15503853798964634,0.15418762576798736,0.04198623742319746,0.013411972690911916,0.012879431563130265,0.006386453182683878,0.004417199828103924,0.0030702462429400834,0.0028288677591344212,0.002442895562155686,0.0030841644180159486,0.003282613506777145
0.8928868898883892,,0.43636363636363634,0.7704081632653061,0.13392857142857142,0.7086656018396031,0.10620598461487774,0.14327019496787552,0.06645299090734678,0.21867954911433174,0.07398142431235528,0.3655492048117144,0.2101132881290429,0.1837529190140151,0.17410670724934993,0.1625327024326862,0.15448422239570225,0.1491735955892345,0.14372268390562148,0.14337140439891985,0.14379412017960191,0.10246911202609332,0.038089009362192984,0.019182818036760352,0.009800087260509304,0.008474998369672446,0.00489748115296857,0.0022759725348287783,0.0017756895991527836,0.002038355432370695,0.0020123138556102224
0.8734562819035073,0.4115175213308173,0.43636363636363634,0.7704081632653061,0.1377551020408163,0.7155522838148926,0.0985364795452469,0.14882911504796223,0.06555301330418252,0.22924354988166845,0.07474133350549066,0.3538756618014382,0.2058726057966997,0.18207291451253604,0.13842144563769307,0.13842144563769307,0.13842144563769307,0.13842144563769307,0.13842144563769307,0.13842144563769307,0.13842144563769307,0.14155931376794484,0.045791597433849585,0.027960634876044343,0.005217011215313469,0.005217011215313469,0.005217011215313469,0.005217011215313469,0.005217011215313469,0.005217011215313469,0.005217011215313469
0.7813205907906169,0.47615536106665196,0.45454545454545453,0.7704081632653061,0.14005102040816325,0.699402395189179,0.13064258564508496,0.1648200201018722,0.07450339516356153,0.2448646530723497,0.0781405036704718,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.14020088811351838,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994,0.006840487409390994
0.9725592550790068,0.3984115382237839,0.5454545454545454,0.9387755102040817,0.14795918367346939,0.5731827889169211,0.1097279233175562,0.13187823662196257,0.06148196438846055,0.1996578033019077,0.06486724449498305,0.3717142918855047,0.2337881987070351,0.19795795487035817,0.17606821015588187,0.17023698305484933,0.16360348658954535,0.1602618934080586,0.15904142933188536,0.15685970795173557,0.14573148082283585,0.04200992222554824,0.015531034772417253,0.007508216126148096,0.006473733096766232,0.00383866556204446,0.002417310526311396,0.001892423153256756,0.0007832434440566587,0.0012775795339712212,0.0014575050365736827
